gene ID,log2FC,p-value
CGI_10023674,0.141788191,0.663620431
CGI_10026018,-0.268522017,0.663620431
CGI_10027595,-0.122928066,0.663620431
CGI_10008528,-0.22619021,0.663677867
CGI_10022737,-0.213299769,0.663677867
CGI_10013221,0.072201796,0.663833041
CGI_10014774,0.096631245,0.663833041
CGI_10017589,-0.2130396,0.663833041
CGI_10015725,0.174719641,0.663877227
CGI_10004445,-0.270070704,0.664021777
CGI_10014773,0.14530183,0.664137541
CGI_10015148,0.14787931,0.664137541
CGI_10021074,-0.171612357,0.664137541
CGI_10017870,-0.131908483,0.664464188
CGI_10003039,-0.27303089,0.664532436
CGI_10024806,-0.251078703,0.664537951
CGI_10000951,-0.257699013,0.664589671
CGI_10013306,0.154087937,0.664628065
CGI_10009901,0.226891395,0.664628279
CGI_10014511,0.13434581,0.664628279
CGI_10018866,0.108443032,0.664628279
CGI_10020997,-0.087872422,0.664628279
CGI_10021420,0.079133959,0.664628279
CGI_10022857,-0.272735206,0.66478764
CGI_10002501,0.27258987,0.665219355
CGI_10024635,-0.09675826,0.66530742
CGI_10026065,-0.143202233,0.665376063
CGI_10023679,-0.107783028,0.665475757
CGI_10014404,0.120533585,0.665757348
CGI_10007229,0.11026653,0.665769853
CGI_10011380,-0.097029773,0.665781722
CGI_10001501,-0.263742807,0.665787836
CGI_10003941,-0.093991618,0.66580958
CGI_10023575,0.272144753,0.66580958
CGI_10027909,0.235094223,0.665828441
CGI_10000557,-0.208508737,0.66585943
CGI_10006013,-0.112040821,0.665940889
CGI_10018708,-0.266140022,0.665940889
CGI_10015398,-0.098365996,0.665980529
CGI_10020379,0.090766913,0.66606875
CGI_10028539,-0.128842793,0.666344937
CGI_10028813,-0.196289698,0.66635439
CGI_10007564,-0.161497665,0.66637759
CGI_10017874,-0.110447881,0.66637759
CGI_10021017,-0.261129126,0.666446018
CGI_10021278,0.221359975,0.666446018
CGI_10001236,-0.148983185,0.666646186
CGI_10012291,0.082034849,0.66682922
CGI_10025934,-0.087352805,0.667034125
CGI_10015663,-0.268976556,0.667076579
CGI_10027204,-0.107058136,0.667170047
CGI_10020780,0.103151621,0.667320143
CGI_10002454,-0.257729394,0.667372265
CGI_10007250,-0.112878441,0.667372265
CGI_10010476,-0.141117053,0.667372265
CGI_10010984,0.102851566,0.667372265
CGI_10012952,0.245280615,0.667372265
CGI_10012961,-0.118508824,0.667372265
CGI_10015687,-0.244988503,0.667372265
CGI_10019758,0.270617894,0.667372265
CGI_10020516,-0.081628594,0.667372265
CGI_10021038,0.25009721,0.667372265
CGI_10027230,0.079387952,0.667372265
CGI_10014282,-0.270708688,0.667486125
CGI_10008413,0.103996057,0.66788466
CGI_10011179,0.257638223,0.66788466
CGI_10011566,-0.225458038,0.66788466
CGI_10012617,-0.263134283,0.66788466
CGI_10012696,-0.073794307,0.66788466
CGI_10013626,0.234704981,0.66788466
CGI_10013985,0.193789287,0.66788466
CGI_10017148,-0.092741734,0.66788466
CGI_10017665,0.2670263,0.66788466
CGI_10020976,-0.117873571,0.66788466
CGI_10023642,0.161521529,0.66788466
CGI_10024365,0.085540445,0.66788466
CGI_10024545,-0.08632932,0.66788466
CGI_10026558,-0.116523442,0.66788466
CGI_10027962,0.270305098,0.66788466
CGI_10010488,-0.131344284,0.667910047
CGI_10012405,0.081640068,0.667910047
CGI_10025620,-0.185530921,0.667910047
CGI_10026740,0.152399297,0.667910047
CGI_10002528,-0.140644758,0.66795315
CGI_10006172,-0.201283344,0.668154078
CGI_10000157,0.223040878,0.668572538
CGI_10002694,-0.232365278,0.668572538
CGI_10006536,0.107485577,0.668572538
CGI_10012879,-0.194831225,0.668572538
CGI_10015038,-0.164408469,0.668572538
CGI_10024438,0.088847447,0.668572538
CGI_10014002,-0.268205745,0.668682196
CGI_10015704,0.083151939,0.668682196
CGI_10020631,-0.176599943,0.668682196
CGI_10011900,0.20683108,0.668887675
CGI_10004013,0.098264854,0.668905068
CGI_10014847,0.10086056,0.668905068
CGI_10015013,0.11892951,0.668905068
CGI_10000354,0.199512949,0.669270635
CGI_10008878,-0.170906472,0.669349474
CGI_10009765,-0.262799716,0.669349474
CGI_10023819,-0.201080333,0.669349474
CGI_10006863,0.172358385,0.669665207
CGI_10008094,0.265717963,0.669665207
CGI_10012750,-0.205824873,0.669665207
CGI_10017497,0.207505962,0.669665207
CGI_10019124,0.164395019,0.669665207
CGI_10022471,-0.128796268,0.669665207
CGI_10024047,0.083955584,0.669665207
CGI_10027541,-0.182954659,0.669665207
CGI_10024058,-0.16241194,0.669869605
CGI_10004871,-0.175357333,0.66997216
CGI_10028028,0.247959893,0.66997216
CGI_10004777,-0.218979031,0.670101771
CGI_10023653,0.242764138,0.670101771
CGI_10017414,0.198570162,0.670147902
CGI_10022423,0.147734837,0.670147902
CGI_10020673,-0.112567571,0.670217534
CGI_10011547,-0.082197981,0.670456171
CGI_10000785,-0.268735133,0.670519039
CGI_10025518,0.148880788,0.670694331
CGI_10025014,-0.132142531,0.670751351
CGI_10025339,-0.215493802,0.670751351
CGI_10020353,-0.089007869,0.671126064
CGI_10019478,0.131032575,0.671226974
CGI_10006392,-0.233748248,0.671316365
CGI_10015818,0.076753312,0.671316365
CGI_10004030,0.111623341,0.671484234
CGI_10013024,0.24699343,0.671484234
CGI_10016431,0.067856785,0.671484234
CGI_10017911,0.218534822,0.671520257
CGI_10023115,-0.264095724,0.671524381
CGI_10016500,-0.258559048,0.671831153
CGI_10025731,-0.108634184,0.671905089
CGI_10012235,0.141053352,0.67202518
CGI_10001369,0.193969863,0.672084199
CGI_10006637,-0.092744885,0.672084199
CGI_10012469,-0.12460933,0.672084199
CGI_10013442,0.12100927,0.672084199
CGI_10014172,-0.156581282,0.672084199
CGI_10014899,0.265344025,0.672084199
CGI_10018115,0.094297567,0.672084199
CGI_10019013,-0.155048978,0.672084199
CGI_10019388,0.101252821,0.672084199
CGI_10023547,0.185378296,0.672084199
CGI_10027857,-0.192170019,0.672084199
CGI_10028291,-0.082921888,0.672084199
CGI_10003401,0.20261675,0.672128266
CGI_10003744,0.078538984,0.672128266
CGI_10004415,-0.224237277,0.672128266
CGI_10017766,0.14132637,0.672291633
CGI_10024632,0.196353414,0.672291633
CGI_10010064,-0.081864913,0.672421218
CGI_10013109,0.16093382,0.672526427
CGI_10024788,0.22183459,0.672526427
CGI_10004723,0.251222977,0.672542525
CGI_10027789,0.23698475,0.672542525
CGI_10005311,-0.092870748,0.672708409
CGI_10005806,-0.112794882,0.672713726
CGI_10020946,0.17270914,0.672713726
CGI_10008739,0.239775419,0.673233143
CGI_10001157,-0.231453982,0.673281837
CGI_10027662,0.115361871,0.673393008
CGI_10001734,0.125570384,0.673900406
CGI_10016303,0.129796365,0.673900406
CGI_10017794,-0.157279603,0.673956536
CGI_10006395,0.233204193,0.674025727
CGI_10011972,0.110204612,0.674025727
CGI_10005588,0.252020427,0.674028688
CGI_10000337,-0.102589642,0.674280367
CGI_10006887,0.093907725,0.674280367
CGI_10016734,-0.215971315,0.674280367
CGI_10023341,-0.173098636,0.674318856
CGI_10026581,0.227607314,0.674467897
CGI_10006999,-0.140924982,0.674513635
CGI_10008783,-0.220446151,0.674513635
CGI_10010030,-0.089144644,0.674513635
CGI_10010358,0.182841101,0.674513635
CGI_10024210,-0.091727334,0.674513635
CGI_10000229,0.134652949,0.6745901
CGI_10007787,0.149983525,0.6745901
CGI_10014066,-0.219652077,0.6745901
CGI_10014792,0.260564493,0.6745901
CGI_10027181,0.143038567,0.6745901
CGI_10007560,0.07915017,0.674975609
CGI_10011982,0.19551299,0.674975609
CGI_10015848,-0.086735287,0.674975609
CGI_10016375,0.076163121,0.674975609
CGI_10006509,-0.095498082,0.675043023
CGI_10028514,-0.113221524,0.675043023
CGI_10004532,0.209786366,0.675120571
CGI_10004635,-0.101082331,0.675120571
CGI_10021944,-0.082207721,0.675121529
CGI_10004101,0.265338984,0.675349416
CGI_10017309,0.063346323,0.675460297
CGI_10017211,0.217257852,0.675574212
CGI_10014122,0.077380643,0.675638956
CGI_10019058,0.247307563,0.675713296
CGI_10003307,-0.158190944,0.675918406
CGI_10020627,0.094339573,0.676094022
CGI_10014378,0.079767758,0.67638056
CGI_10000362,0.203698506,0.676455018
CGI_10009833,-0.15424891,0.676530643
CGI_10012005,0.096169453,0.676587744
CGI_10013950,0.237393551,0.676587744
CGI_10019114,0.262614145,0.676587744
CGI_10020019,0.185591056,0.676587744
CGI_10020712,-0.093759177,0.676587744
CGI_10021929,0.129724472,0.676587744
CGI_10023714,-0.140488776,0.676587744
CGI_10006782,-0.088886786,0.676629172
CGI_10018535,-0.258033324,0.67671913
CGI_10023411,0.156548862,0.67673739
CGI_10008441,0.196638503,0.676779195
CGI_10022646,-0.108394004,0.676787851
CGI_10025780,-0.096918641,0.677017979
CGI_10001535,-0.151250862,0.677051669
CGI_10002451,0.136785228,0.677051669
CGI_10008836,0.073871524,0.677051669
CGI_10016488,-0.135788939,0.677051669
CGI_10004211,-0.092452033,0.677286486
CGI_10021376,-0.252061889,0.677385707
CGI_10007856,-0.254242741,0.677404299
CGI_10009491,0.259892863,0.677408197
CGI_10012631,-0.221477327,0.677408197
CGI_10017496,-0.115305794,0.677408197
CGI_10019703,0.23933108,0.677408197
CGI_10020168,-0.263023933,0.677408197
CGI_10012393,-0.095658484,0.677471371
CGI_10016619,0.247819673,0.677512646
CGI_10023206,-0.099899391,0.677512646
CGI_10022861,-0.225897302,0.677572132
CGI_10007534,0.172250124,0.677585768
CGI_10009861,-0.214150804,0.677585768
CGI_10017141,-0.092087391,0.677585768
CGI_10017656,0.123978641,0.677585768
CGI_10022528,-0.162722377,0.677585768
CGI_10023242,0.097049147,0.677585768
CGI_10003851,-0.222560684,0.677878068
CGI_10027673,0.072830765,0.678069743
CGI_10009758,0.088971591,0.678195977
CGI_10023323,-0.127787391,0.678195977
CGI_10008871,0.158369074,0.678219777
CGI_10017593,-0.237119945,0.678219777
CGI_10021557,-0.072595324,0.678219777
CGI_10027518,-0.071790447,0.678219777
CGI_10028735,-0.257559921,0.678219777
CGI_10009874,-0.110305896,0.678312864
CGI_10014337,0.080098696,0.67847825
CGI_10011798,0.208869509,0.67889231
CGI_10000445,-0.256984721,0.678917096
CGI_10002918,-0.137198369,0.678917096
CGI_10006518,0.123143603,0.678917096
CGI_10020214,0.076159534,0.679150198
CGI_10000266,0.253343904,0.6792138
CGI_10000520,-0.178025211,0.6792138
CGI_10011773,-0.209891387,0.6792138
CGI_10020277,0.120957549,0.6792138
CGI_10024974,0.114010825,0.6792138
CGI_10028589,-0.171348253,0.6792138
CGI_10001009,0.261287843,0.679254757
CGI_10008118,0.167536078,0.679254757
CGI_10008567,0.109513346,0.679254757
CGI_10013092,0.123330716,0.679254757
CGI_10017304,-0.263142791,0.679254757
CGI_10018937,-0.200907508,0.679254757
CGI_10020599,0.262768227,0.679254757
CGI_10021403,0.128870696,0.679254757
CGI_10022266,-0.260082286,0.679254757
CGI_10024969,0.102443711,0.67936356
CGI_10025013,0.227043393,0.67936356
CGI_10028175,0.078799734,0.679394659
CGI_10013797,-0.179825641,0.679398173
CGI_10020049,-0.08904563,0.679398173
CGI_10027404,-0.069586888,0.679400514
CGI_10001638,0.157179422,0.679575101
CGI_10027128,0.107309677,0.679575101
CGI_10023907,0.096213294,0.679582259
CGI_10018281,0.158613898,0.67965241
CGI_10001358,-0.173118013,0.679799174
CGI_10005855,0.094959578,0.679799174
CGI_10016575,-0.253372794,0.679799174
CGI_10007634,-0.179862241,0.68005971
CGI_10011771,0.104132154,0.68005971
CGI_10012790,0.259656196,0.68005971
CGI_10014667,-0.225602666,0.68005971
CGI_10014730,-0.215798395,0.68005971
CGI_10021016,-0.251164891,0.68005971
CGI_10001500,-0.262058588,0.680101375
CGI_10001177,-0.230289304,0.680179046
CGI_10016429,0.255238099,0.680187552
CGI_10022669,-0.222978373,0.680317718
CGI_10006692,0.103758887,0.680374391
CGI_10019976,-0.103321058,0.680570536
CGI_10007948,-0.257460717,0.680723309
CGI_10018767,0.155622521,0.680723309
CGI_10022102,-0.08671287,0.680723309
CGI_10027492,0.167234669,0.680723309
CGI_10014055,-0.106107193,0.680766682
CGI_10021500,-0.121254131,0.680766682
CGI_10006700,-0.12155324,0.680794261
CGI_10028728,-0.228405968,0.680838585
CGI_10016595,-0.260132297,0.681014685
CGI_10000369,-0.227084739,0.681076155
CGI_10027801,-0.187765452,0.681076155
CGI_10014397,0.161729542,0.681190123
CGI_10022913,-0.148657921,0.68128275
CGI_10023797,-0.110008662,0.681363577
CGI_10018881,-0.079964756,0.681368174
CGI_10026769,-0.170944217,0.681368174
CGI_10004773,-0.172101049,0.6814095
CGI_10007140,-0.098378607,0.6814095
CGI_10028809,-0.140217513,0.6814095
CGI_10021856,-0.079425835,0.681467766
CGI_10005389,-0.121460442,0.68150372
CGI_10001834,0.184358028,0.681595551
CGI_10010247,0.17064469,0.681595551
CGI_10000120,0.207880429,0.681876937
CGI_10025325,-0.196774446,0.681876937
CGI_10026593,-0.204393333,0.681876937
CGI_10014136,-0.094952469,0.682064907
CGI_10000576,0.119012235,0.682226315
CGI_10020170,0.229732127,0.682226315
CGI_10011971,-0.102423478,0.682297699
CGI_10022546,-0.211437009,0.682345309
CGI_10019126,0.111489721,0.682346813
CGI_10000671,-0.252098158,0.68247043
CGI_10006490,0.235749864,0.682672236
CGI_10010349,-0.258462845,0.682672236
CGI_10008117,-0.07286104,0.682715719
CGI_10001835,0.128977484,0.682732884
CGI_10008240,0.112202021,0.682732884
CGI_10014693,-0.259811522,0.682732884
CGI_10016006,-0.211598715,0.682732884
CGI_10017162,0.260213926,0.682732884
CGI_10017458,-0.144532416,0.682732884
CGI_10006765,0.169147827,0.682853685
CGI_10028469,0.076387283,0.682853685
CGI_10014381,-0.079253939,0.68302179
CGI_10021375,0.255953225,0.68302179
CGI_10005576,0.252131933,0.683155583
CGI_10022751,-0.224135889,0.683155583
CGI_10010493,0.217776398,0.683372588
CGI_10022839,-0.258396584,0.683377179
CGI_10021972,0.132169541,0.683537173
CGI_10006861,-0.228275599,0.68359319
CGI_10019145,0.186349622,0.68359319
CGI_10028729,-0.188587722,0.68361428
CGI_10004726,0.245729872,0.683659676
CGI_10019981,-0.236525915,0.683766176
CGI_10026438,-0.258888703,0.683766176
CGI_10002938,-0.173074592,0.683808157
CGI_10005434,0.185269411,0.683808157
CGI_10005460,0.131735983,0.684144106
CGI_10017748,-0.212833452,0.684190487
CGI_10004691,0.257358365,0.684216628
CGI_10001256,-0.25918598,0.684560506
CGI_10001311,-0.131607667,0.684560506
CGI_10002853,-0.198644308,0.684560506
CGI_10003857,0.117364342,0.684560506
CGI_10007489,0.135147172,0.684560506
CGI_10007841,0.259432714,0.684560506
CGI_10008596,-0.177493758,0.684560506
CGI_10012356,-0.081734276,0.684560506
CGI_10016145,0.073744367,0.684560506
CGI_10026829,0.123613479,0.684560506
CGI_10002660,-0.200209582,0.68462363
CGI_10026491,-0.131374169,0.684659578
CGI_10006289,-0.235273894,0.685060211
CGI_10012333,0.093843331,0.68508254
CGI_10023315,-0.25930515,0.68508254
CGI_10021201,-0.259295699,0.685128971
CGI_10004629,-0.088644528,0.685229146
CGI_10025888,0.202773549,0.685250126
CGI_10008161,0.238196753,0.685262868
CGI_10018154,0.144608773,0.685262868
CGI_10014085,-0.171119917,0.685291305
CGI_10009341,-0.092517937,0.685455959
CGI_10003921,-0.101982629,0.685520433
CGI_10001316,-0.228774454,0.685534925
CGI_10004276,-0.253951869,0.685534925
CGI_10016343,0.238640044,0.685534925
CGI_10017881,0.07569713,0.685534925
CGI_10007950,0.085200928,0.685715241
CGI_10008516,0.160562205,0.685715241
CGI_10012805,-0.116290052,0.685715241
CGI_10017225,0.117165459,0.685736742
CGI_10013252,0.140555589,0.685876707
CGI_10001069,-0.228287159,0.686149057
CGI_10001934,0.111076559,0.686149057
CGI_10012247,0.208648195,0.686240107
CGI_10001527,-0.222362525,0.686266753
CGI_10001354,-0.245256441,0.686276616
CGI_10006123,-0.221248243,0.686459632
CGI_10012830,-0.088828147,0.686459632
CGI_10020245,-0.235382411,0.686459632
CGI_10021045,0.250910629,0.686459632
CGI_10028738,0.155297973,0.68652028
CGI_10001052,-0.161205931,0.68659987
CGI_10014784,-0.131894182,0.68659987
CGI_10020483,0.089995797,0.68659987
CGI_10002256,-0.219934106,0.686718752
CGI_10019797,0.23047176,0.686718752
CGI_10009350,0.258085737,0.686853675
CGI_10001774,-0.252586764,0.686889816
CGI_10018417,0.169668816,0.686889816
CGI_10028059,0.175699108,0.686889816
CGI_10017426,-0.158487119,0.68690603
CGI_10021073,0.081469268,0.68690603
CGI_10002750,0.20629659,0.687026645
CGI_10003368,-0.133476657,0.687026645
CGI_10009505,-0.221238295,0.687026645
CGI_10015079,-0.243159779,0.687026645
CGI_10021839,-0.105317851,0.687026645
CGI_10022914,0.11257493,0.687026645
CGI_10013896,0.150230501,0.687040816
CGI_10019233,0.197614242,0.68705608
CGI_10024091,0.122013508,0.687430559
CGI_10028251,0.137667975,0.687473849
CGI_10027818,-0.108662696,0.687477408
CGI_10020795,0.086431834,0.687482679
CGI_10025617,0.074580351,0.687482679
CGI_10024556,0.132850267,0.687530089
CGI_10007667,-0.111104403,0.687550421
CGI_10010162,-0.156142231,0.687550421
CGI_10012050,-0.082429658,0.687725493
CGI_10025496,-0.138831708,0.687725493
CGI_10001848,0.098397657,0.687846637
CGI_10011441,0.120418631,0.687846637
CGI_10019205,-0.189472524,0.687846637
CGI_10010944,-0.069930781,0.687879809
CGI_10022311,-0.146048963,0.687879809
CGI_10013781,-0.068716848,0.688287335
CGI_10017275,0.256976201,0.688309822
CGI_10000707,-0.147547269,0.688491121
CGI_10010563,-0.256688775,0.688593132
CGI_10026310,-0.252351587,0.688890104
CGI_10004370,-0.126195696,0.688907693
CGI_10025725,0.24862594,0.688919382
CGI_10026555,-0.098337807,0.688924043
CGI_10018994,0.068584994,0.689028678
CGI_10025149,-0.248538577,0.689028678
CGI_10009485,0.089622911,0.689111576
CGI_10023645,-0.166152908,0.689111576
CGI_10005850,-0.102089204,0.689236171
CGI_10010016,-0.168669813,0.689236171
CGI_10010329,0.147924569,0.689236171
CGI_10028688,-0.127738471,0.689236171
CGI_10013336,-0.213496963,0.689456655
CGI_10025128,0.103275393,0.689456655
CGI_10005814,-0.112558445,0.689529612
CGI_10013349,-0.078176684,0.689529612
CGI_10018380,0.206797609,0.689696517
CGI_10017217,-0.171838411,0.689719191
CGI_10013372,-0.082344235,0.689774256
CGI_10008757,-0.211842566,0.689790848
CGI_10006423,-0.137397618,0.689835297
CGI_10016642,-0.252379804,0.689835297
CGI_10003607,0.078623135,0.689999174
CGI_10005508,0.117285793,0.690035106
CGI_10025776,-0.254233277,0.690229379
CGI_10003765,0.082140743,0.690293445
CGI_10010432,0.103033908,0.690296888
CGI_10003438,0.161053123,0.690372906
CGI_10009729,0.25572188,0.690512182
CGI_10011105,0.123808348,0.690561828
CGI_10022414,-0.238408711,0.690561828
CGI_10024554,-0.086726379,0.690561828
CGI_10002421,0.224558305,0.690817411
CGI_10024481,-0.114540682,0.691031802
CGI_10016136,-0.253586667,0.691275102
CGI_10010764,0.102688161,0.691290039
CGI_10003698,-0.116212282,0.691345547
CGI_10012484,0.173003489,0.691364024
CGI_10017968,0.09577933,0.691364024
CGI_10023831,0.128107389,0.691395118
CGI_10001843,0.120243447,0.691643953
CGI_10001721,0.139259037,0.691785999
CGI_10015661,-0.24653099,0.691789757
CGI_10004087,0.248952374,0.691929775
CGI_10017647,0.254753321,0.691929775
CGI_10024343,0.149627675,0.691950237
CGI_10005375,-0.067579169,0.692034067
CGI_10017972,0.254781305,0.692038299
CGI_10015759,0.204614406,0.692072215
CGI_10020268,0.158226531,0.692077904
CGI_10007483,0.064704853,0.692200726
CGI_10011993,0.19091927,0.692200726
CGI_10014413,0.111235371,0.692200726
CGI_10017216,0.108952389,0.692200726
CGI_10001506,-0.112681943,0.692422501
CGI_10003135,-0.252459987,0.692422501
CGI_10008101,-0.084766374,0.692422501
CGI_10013451,0.085620296,0.692468944
CGI_10022572,-0.119752376,0.692468944
CGI_10025649,0.119428013,0.692468944
CGI_10004633,-0.229487918,0.692535415
CGI_10027680,-0.244979826,0.692614077
CGI_10024776,0.087347848,0.692738867
CGI_10011625,0.252747787,0.692923805
CGI_10014007,-0.161017065,0.693840641
CGI_10016823,-0.132952628,0.693840641
CGI_10017323,-0.247349395,0.693840641
CGI_10022513,0.187640722,0.693840641
CGI_10002550,0.212071551,0.693888321
CGI_10004405,0.221794555,0.693888321
CGI_10027901,0.155343859,0.693888321
CGI_10015916,-0.080694775,0.693921328
CGI_10021724,-0.120750934,0.693921328
CGI_10018827,0.084675747,0.694071531
CGI_10009607,-0.244782211,0.694242796
CGI_10003471,-0.162880452,0.694250075
CGI_10026231,0.179579654,0.694250075
CGI_10012061,0.090646561,0.694251719
CGI_10006072,-0.252133576,0.694396269
CGI_10004787,0.118078792,0.69460765
CGI_10009609,-0.200040267,0.69460765
CGI_10012406,0.082197821,0.69460765
CGI_10013553,0.252804126,0.69460765
CGI_10020625,-0.124045121,0.69460765
CGI_10025894,-0.094969811,0.69460765
CGI_10003691,0.20760167,0.694640426
CGI_10004140,0.10174899,0.694640426
CGI_10006184,0.251940165,0.694640426
CGI_10016404,0.123222938,0.694640426
CGI_10020266,-0.085460378,0.694640426
CGI_10017740,0.093236296,0.694675661
CGI_10014046,0.087462346,0.69503951
CGI_10025349,-0.245872632,0.695162824
CGI_10027401,-0.14145819,0.695226302
CGI_10013931,-0.186430331,0.69548241
CGI_10025306,-0.123851592,0.69548241
CGI_10019100,0.090262743,0.695484297
CGI_10002640,0.145440491,0.695581528
CGI_10013892,-0.227701243,0.695581528
CGI_10000708,-0.201637458,0.695833495
CGI_10013425,-0.1436873,0.695834482
CGI_10016451,-0.240929693,0.695937131
CGI_10009262,-0.08826925,0.695947135
CGI_10024889,0.101627677,0.69595065
CGI_10001431,-0.126937169,0.696040038
CGI_10006759,0.084117195,0.696073976
CGI_10010446,0.101711684,0.696380279
CGI_10017279,-0.072043016,0.696422995
CGI_10019799,0.089773234,0.696422995
CGI_10020953,-0.128106811,0.696422995
CGI_10025267,0.130450756,0.696422995
CGI_10018219,-0.085685543,0.696451707
CGI_10025488,-0.163238493,0.696451707
CGI_10027626,-0.249196291,0.696451707
CGI_10005901,-0.232201937,0.696481185
CGI_10010310,0.173026828,0.696536115
CGI_10017037,-0.251946984,0.696536115
CGI_10013746,-0.251923321,0.696652979
CGI_10024981,-0.12059024,0.696652979
CGI_10026716,0.251416036,0.697161968
CGI_10011933,0.207199547,0.697170961
CGI_10012179,-0.122622373,0.697170961
CGI_10024896,-0.251705417,0.697170961
CGI_10023669,0.105888421,0.697222446
CGI_10003887,-0.145741833,0.697240094
CGI_10012988,0.094181218,0.697287897
CGI_10027068,0.206334087,0.697287897
CGI_10011922,0.235938502,0.697405014
CGI_10028141,-0.119178126,0.697460943
CGI_10002217,-0.24341335,0.697539505
CGI_10006218,0.183854004,0.697539505
CGI_10010286,-0.099829079,0.697539505
CGI_10013187,0.097962802,0.697539505
CGI_10013540,-0.244601045,0.697539505
CGI_10018263,-0.120491391,0.697539505
CGI_10018639,0.190659134,0.697539505
CGI_10019147,0.192118985,0.697539505
CGI_10019934,0.067985262,0.697539505
CGI_10022534,-0.204753479,0.697539505
CGI_10023807,-0.196903274,0.697539505
CGI_10024387,-0.116178669,0.697539505
CGI_10017591,0.179502805,0.697848677
CGI_10022720,-0.24400664,0.698015839
CGI_10008322,-0.240768384,0.698037386
CGI_10013153,-0.247991261,0.698037386
CGI_10014474,0.077660294,0.698037386
CGI_10021331,-0.158936288,0.698037386
CGI_10006063,-0.207096288,0.698219025
CGI_10006121,0.120200991,0.698219025
CGI_10020642,0.111874861,0.698219025
CGI_10027580,-0.112807798,0.698219025
CGI_10001553,-0.197499748,0.698263766
CGI_10005212,-0.243858449,0.698263766
CGI_10005308,0.112362225,0.698263766
CGI_10010224,0.207997907,0.698263766
CGI_10015407,-0.197262239,0.698263766
CGI_10020534,-0.223348355,0.698263766
CGI_10022562,-0.129966618,0.69834864
CGI_10014300,-0.11162584,0.698372181
CGI_10015358,-0.141596568,0.698372181
CGI_10018934,-0.09321854,0.698372181
CGI_10008968,-0.230952846,0.698553742
CGI_10015645,0.06718893,0.698553742
CGI_10019475,-0.248682125,0.69861899
CGI_10013055,-0.249398152,0.69872083
CGI_10025689,-0.092430177,0.69872083
CGI_10027016,0.242997316,0.69872083
CGI_10028909,-0.221735256,0.698774515
CGI_10018446,-0.130121917,0.698847827
CGI_10002813,-0.241094219,0.699057615
CGI_10021256,-0.235705193,0.699288801
CGI_10022576,-0.111080046,0.699288801
CGI_10027402,0.116777526,0.699288801
CGI_10015368,0.246240259,0.699304176
CGI_10011813,-0.103473497,0.69930905
CGI_10023796,-0.09505993,0.69930905
CGI_10006183,0.163046026,0.699355734
CGI_10008225,0.18601096,0.699355734
CGI_10011729,-0.075494127,0.699355734
CGI_10013789,-0.098905422,0.699355734
CGI_10017218,0.107458086,0.699522611
CGI_10023449,-0.249464973,0.699709442
CGI_10010506,-0.227808518,0.699909319
CGI_10020653,-0.173169868,0.699909319
CGI_10023156,0.221558491,0.699909319
CGI_10001338,-0.120324064,0.700087216
CGI_10005702,0.131187467,0.700087216
CGI_10012626,-0.215965775,0.700087216
CGI_10018247,-0.207591468,0.700087216
CGI_10022028,0.124128041,0.70018392
CGI_10005764,0.121064998,0.700365937
CGI_10010688,0.14971662,0.700531183
CGI_10014544,0.243772426,0.700531183
CGI_10015617,0.121941475,0.700531183
CGI_10023305,-0.088065094,0.700531183
CGI_10023735,-0.121772721,0.700531183
CGI_10026270,0.201304003,0.700531183
CGI_10026314,0.07631143,0.700531183
CGI_10027386,-0.17566398,0.700531183
CGI_10016886,0.131819366,0.700592792
CGI_10000789,-0.075876182,0.700636913
CGI_10018009,-0.126245527,0.700720077
CGI_10001132,-0.235754149,0.700807368
CGI_10010546,-0.089459461,0.700807368
CGI_10005414,0.229179344,0.700944501
CGI_10006599,0.087352952,0.700973356
CGI_10019166,0.082430171,0.700973356
CGI_10018414,0.248345131,0.70112293
CGI_10006631,-0.226784506,0.70124172
CGI_10007533,0.136267413,0.70124172
CGI_10025402,0.14196106,0.70124172
CGI_10008100,-0.069884531,0.701328529
CGI_10023933,-0.125547092,0.701409577
CGI_10015016,0.114559292,0.701718397
CGI_10013617,0.121311837,0.701743509
CGI_10004284,0.075035407,0.701821035
CGI_10015349,-0.133223381,0.701821035
CGI_10015615,-0.099986855,0.701821035
CGI_10025012,-0.233424898,0.701821035
CGI_10027176,-0.248306453,0.701821035
CGI_10017355,-0.140700575,0.701936551
CGI_10010161,-0.185857651,0.701976611
CGI_10008472,0.071998605,0.701980538
CGI_10009538,0.101153493,0.701980538
CGI_10003944,0.153128706,0.702059405
CGI_10009371,0.180656299,0.702059405
CGI_10008370,0.191755741,0.702421104
CGI_10011906,-0.104325096,0.702421104
CGI_10013147,0.247801877,0.702421104
CGI_10013340,-0.095335649,0.702421104
CGI_10015686,-0.077269137,0.702421104
CGI_10017616,0.097384887,0.702421104
CGI_10017711,-0.075837488,0.702421104
CGI_10027823,0.164736214,0.702421104
CGI_10028900,0.077250443,0.702421104
CGI_10021914,-0.075819612,0.702538408
CGI_10011374,0.117953676,0.702647431
CGI_10011427,-0.119016172,0.702647431
CGI_10024254,0.109446765,0.702762106
CGI_10025070,0.140531673,0.702762106
CGI_10007406,0.080537452,0.70278349
CGI_10020522,-0.182856644,0.70278349
CGI_10024685,-0.240638818,0.70278349
CGI_10007267,-0.079158699,0.702787787
CGI_10008680,-0.088271699,0.702787787
